rec,verdict,reason_code,note,openalex_id,route,tier,year,journal,doi,title
247,EXCLUDE,E4,캠퍼스 음향파라미터 장기 측정만,W3084264327,forward,T2,2020,Sustainability,10.3390/su12187406,Long-Term Temporal Analysis of Psychoacoustic Parameters of the Acoustic Environment in a University Campus Using a Wireless Acoustic Sensor Network
248,MAYBE,,산림공원 혼잡지각·조정행동 · 음환경 불명,W4385341930,forward,T2,2023,Forests,10.3390/f14081538,The Role of the Mechanisms of Adjustment in Moderating the Relationship between Perceived Crowding and Satisfaction in Urban Forest Parks
249,EXCLUDE,E4,공원 음원 동시출현 분석기법 · 행태 없음,W4398765343,forward,T2,2024,Ecological Indicators,10.1016/j.ecolind.2024.112172,Graph Enhanced Co-Occurrence: Deep dive into urban park soundscape
250,EXCLUDE,E5,가로 사운드스케이프 스코핑 리뷰,W4409301428,backward,T2,2025,Sustainability,10.3390/su17083329,Soundscape Research in Streets: A Scoping Review
251,MAYBE,,폭염 대응 공원 방문 형평성 · 음환경 불명,W4413043988,forward,T2,2025,Urban forestry & urban greening,10.1016/j.ufug.2025.128989,Assessing the equity of urban public green space visitation for cooling off from extreme heat: A public participation GIS (PPGIS) survey
252,EXCLUDE,E4,분수 음향증강 선호·마스킹 평가만,W4396994505,forward,T2,2024,Applied Acoustics,10.1016/j.apacoust.2024.110001,In-situ co-creative soundscape augmentation with fountains: Balancing sound preference and road traffic noise masking in urban parks
253,EXCLUDE,E4,사운드스케이프 경험과 정서만,W4400279326,forward,T2,2024,Applied Sciences,10.3390/app14135828,Perceived Soundscape Experiences and Human Emotions in Urban Green Spaces: Application of Russell’s Circumplex Model of Affect
254,EXCLUDE,E4,사운드스케이프·경관 변화와 주택가격 · 행태 없음,W4403293244,forward,T2,2024,Journal of Environmental Management,10.1016/j.jenvman.2024.122829,Towards equal neighborhood evolution? A longitudinal study of soundscape and visual evolution and housing value fluctuations in shenzhen
255,EXCLUDE,E4,새소리 기반 회복 지각 차이만,W4405424375,forward,T2,2024,Forests,10.3390/f15122217,Differences in Public Perceptions of Recovery in Different Urban Forests Based on Birdsong
256,EXCLUDE,E3,식재특성 시각선호만 · 음환경 없음,W4221026887,forward,T2,2022,PLoS ONE,10.1371/journal.pone.0264482,Visual preferences for outdoor space along commercial pedestrian streets under the influence of plant characteristics
257,EXCLUDE,E4,새소리와 인간 음향지각만,W4283448040,forward,T2,2022,Forests,10.3390/f13070994,Effects of Forest on Birdsong and Human Acoustic Perception in Urban Parks: A Case Study in Nigeria
258,MAYBE,,공원 인기경로·신체활동 · 환경요인에 음환경 가능,W4406714230,forward,T2,2025,Urban forestry & urban greening,10.1016/j.ufug.2025.128684,"Deciphering popular routes in urban parks: The impact of environmental factors on the amount, intensity and diversity of physical activity"
259,MAYBE,,공원 사운드스케이프 조사 · 결과변수 불명,W3137996084,forward,T2,2021,Archives of Acoustics,10.24425/aoa.2021.136568,"Soundscapes of Urban Parks in Cities with Populations of Over 100,000 in the Silesian Voivodeship"
260,EXCLUDE,E4,사운드스케이프 랭킹지수 개발,W4360855980,forward,T2,2023,Sensors,10.3390/s23073401,Self-Consistent Soundscape Ranking Index: The Case of an Urban Park
261,EXCLUDE,E4,사운드스케이프 지각 예측·시각화만,W4387054162,backward,T2,2023,Forests,10.3390/f14101946,Predicting and Visualizing Human Soundscape Perception in Large-Scale Urban Green Spaces: A Case Study of the Chengdu Outer Ring Ecological Zone
262,MAYBE,,신체활동 중 공원 경로 공간선호 · 음환경 불명,W3214472226,backward,T2,2021,International Journal of Environmental Research and Public Health,10.3390/ijerph182211756,Residents’ Spatial Preference for Urban Forest Park Route during Physical Activities
263,EXCLUDE,E4,식재공간 사운드스케이프 지각 차이만,W4392077976,forward,T2,2024,Forests,10.3390/f15030417,"Differences in Soundscape Perception of Plants Space in Urban Green Space and the Influence of Factors: The Case of Fuzhou, China"
264,MAYBE,,건조환경과 옥외 여가활동 · 음환경 불명,W4401658470,forward,T2,2024,Applied Geography,10.1016/j.apgeog.2024.103382,Comparing the impacts of built environment across different objective life neighborhoods on the out-of-home leisure activities of employed people using massive mobile phone data
265,MAYBE,,공용 옥외공간 사운드스케이프 결정요인 · 활동 포함 가능,W4404055132,backward,T2,2024,Building and Environment,10.1016/j.buildenv.2024.112261,Determinants of soundscape quality of communal open space in Hong Kong
266,EXCLUDE,E4,경관특성→사운드스케이프 시공간 동태,W4405207152,forward,T2,2024,Forests,10.3390/f15122171,Landscape Characteristics Influencing the Spatiotemporal Dynamics of Soundscapes in Urban Forests
267,MAYBE,,보행 이동성 go-along 면담 · 음환경 포함 가능,W4391656848,forward,T2,2024,Journal of Transport Geography,10.1016/j.jtrangeo.2024.103811,Sociospatial inclusiveness of streets through the lens of urban pedestrian mobilities: Go-along interviews with less mobile pedestrians in Singapore
268,MAYBE,,역사지구 음환경 사례연구 · 결과변수 불명,W3185977796,forward,T2,2021,Sustainability,10.3390/su13158423,"Acoustic Environment of Urban Historical Places: A Case Study in Kastamonu, Turkey"
269,MAYBE,,공원환경 지각→사회적 상호작용 매개 · 소음 가능,W4400872379,forward,T2,2024,ISPRS International Journal of Geo-Information,10.3390/ijgi13070262,The Influence of Perceptions of the Park Environment on the Health of the Elderly: The Mediating Role of Social Interaction
270,EXCLUDE,E4,소음 적정성 평가기법·요인분석 · 행태 없음,W4405709407,forward,T2,2024,PLoS ONE,10.1371/journal.pone.0311571,Machine learning-based urban noise appropriateness evaluation method and driving factor analysis
271,EXCLUDE,E4,공원 사운드스케이프 의미분별 지각만,W2034460103,forward,T2,2012,Journal of Environmental Science International,10.5322/jes.2012.21.9.1053,Semantic Differential Analysis of the Soundscape in Urban Park
272,EXCLUDE,E5,도시 사운드스케이프 기호학적 해석 · 비실증,W2902518391,forward,T2,2018,Semiotica,10.1515/sem-2017-0041,Semiotic interpretation of a city soundscape
273,MAYBE,,트레일 여가활동·환경특성 · 음환경 불명,W4410431036,forward,T2,2025,Urban forestry & urban greening,10.1016/j.ufug.2025.128869,Exploring multiscale relationships between environmental characteristics and recreational trail-based activities in urban natural areas: A regional study leveraging user-generated big data and machine learning
274,MAYBE,,GPS 옥외 신체활동 선호 변화 · 음환경 불명,W4400311150,forward,T2,2024,Cities,10.1016/j.cities.2024.105253,COVID-19 pandemic changes the outdoor physical activity preference in Chinese city: A 7-year GPS trajectory data analysis
275,EXCLUDE,E4,소음이벤트 모니터링·계획 · 행태 없음,W2916626763,forward,T2,2019,Environments,10.3390/environments6020024,Noise Events Monitoring for Urban and Mobility Planning in Andorra la Vella and Escaldes-Engordany
276,EXCLUDE,E4,교통소음 평가·공간특성 도출 · 행태 없음,W4410615710,forward,T2,2025,Sustainable Cities and Society,10.1016/j.scs.2025.106478,Evaluation of traffic noise pollution in elderly neighbourhoods and identification of priority intervention spatial characteristics
277,EXCLUDE,E4,사운드스케이프 선호 조사만,W4200545969,backward,T2,2021,Frontiers in Psychology,10.3389/fpsyg.2021.750421,Soundscape Preference of Urban Residents in China in the Post-pandemic Era
278,EXCLUDE,E4,보행자 교통변수 지각·경로환경 평가만,W4321459789,forward,T2,2023,International Journal of Environmental Research and Public Health,10.3390/ijerph20043743,Pedestrians’ Perceptions of Motorized Traffic Variables in Relation to Appraisals of Urban Route Environments
279,EXCLUDE,E4,사운드스케이프 지각→노인 웰빙만,W4410344621,forward,T2,2025,Scientific Reports,10.1038/s41598-025-98125-6,How soundscape perception enhances the well-being of elderly recreational visitors in urban parks: a case study of Zhengzhou People’s Park
280,EXCLUDE,E2,지하 상업공간 · 실내 세팅,W4317726959,forward,T2,2023,International Journal of Environmental Research and Public Health,10.3390/ijerph20031971,"A Study on the Soundscape of Underground Commercial Space in Lu’an City and Hefei City, China"
281,EXCLUDE,E4,건조환경→보행자 지각만,W4406489538,forward,T2,2025,Transport Policy,10.1016/j.tranpol.2025.01.024,Modeling the influence of built environment on pedestrian perceptions in colombian cities
282,MAYBE,,옥외 여가참여 빈도·활동 조사 · 음환경 불명,W2999155678,forward,T2,2020,Sustainability,10.3390/su12020741,"Outdoor Recreation Participation in Istanbul, Turkey: An Investigation of Frequency, Length, Travel Time and Activities"
283,EXCLUDE,E2,주거 실내 음향쾌적성 예측,W4390596591,forward,T2,2023,Noise Mapping,10.1515/noise-2022-0177,Prediction of the acoustic comfort of a dwelling based on automatic sound event detection
284,EXCLUDE,E4,포켓파크 사운드스케이프 회복성만,W4394611991,forward,T2,2024,Buildings,10.3390/buildings14041047,A Study of Soundscape Restoration in Office-Type Pocket Parks
285,MAYBE,,공원 방문패턴 결정요인 · 음환경 포함 가능,W4394678559,forward,T2,2024,Urban forestry & urban greening,10.1016/j.ufug.2024.128325,"Is the grass greener or the water bluer? Drivers of local park visitation patterns in Phoenix, Arizona"
286,EXCLUDE,E4,사운드스케이프 서비스품질 측정모형,W3027024324,forward,T2,2020,Indoor and Built Environment,10.1177/1420326x20925527,An improved service quality measurement model for soundscape assessment in urban public open spaces
287,EXCLUDE,E5,몰입형 사운드스케이프 설계도구 개발,W4318473372,forward,T2,2023,Applied Sciences,10.3390/app13031611,City Ditty: An Immersive Soundscape Sketchpad for Professionals of the Built Environment
288,EXCLUDE,E4,교통소음→캠퍼스 사운드스케이프 질만,W2726363013,forward,T2,2017,Journal of Design and Built Environment,10.22452/jdbe.vol17no1.1,Traffic Noise Influence on Soundscape Quality At Campus Landscape Area
289,EXCLUDE,E4,비공식주거 사운드스케이프 분류·생태 관련성 · 행태 없음,W4319985280,forward,T2,2023,People and Nature,10.1002/pan3.10454,Classification and ecological relevance of soundscapes in urban informal settlements
290,EXCLUDE,E4,공원 사운드스케이프 지각 평가만,W4205668015,forward,T2,2021,Engineered Science,10.30919/es8d593,"Assessing and Characterizing the Perception of Soundscape in the Urban Park: A Case Study of Zayed Park, Egypt"
291,MAYBE,,배경음악→유아 행동 · 실내 세팅 가능성,W2102582906,forward,T2,1996,Perceptual and Motor Skills,10.2466/pms.1996.82.3c.1123,Influence of Background Music on Preschoolers' Behavior: A Naturalistic Approach
292,MAYBE,,시각·음환경→공중 반응 · 행태 포함 가능,W4396927944,forward,T2,2024,Forests,10.3390/f15050858,Combined Effects of the Visual–Acoustic Environment on Public Response in Urban Forests
293,EXCLUDE,E4,식생구조와 공원 사운드스케이프 관계만,W4206359511,backward,T2,2021,Acta Ecologica Sinica,10.5846/stxb202011192976,Urban parks soundscape and its relationship with vegetation structure: A pilot study
294,EXCLUDE,E4,열·음환경→종합 쾌적감만,W4413422471,forward,T2,2025,Energy and Buildings,10.1016/j.enbuild.2025.116329,Comprehensive effects of thermal and acoustic environments on overall comfort in urban parks of cold regions in China
295,EXCLUDE,E4,소음 성가심과 주거지 녹지만,W4410000290,forward,T2,2025,City and Environment Interactions,10.1016/j.cacint.2025.100204,Urban noise vs. nature’s calm: A Swiss study of noise annoyance and the role of residential green
296,MAYBE,,활동별 이상적 사운드스케이프 탐색 · 행태 연계 가능,W4213005915,forward,T2,2022,Journal of Engineering and Technological Sciences,10.5614/j.eng.technol.sci.2022.54.1.7,The Implementation of Soundscape Composition to Identify the Ideal Soundscape for Various Activities
297,MAYBE,,옥외활동공간 사운드스케이프 평가 비교 · 활동 포함 가능,W3186536519,forward,T2,2021,Frontiers in Psychology,10.3389/fpsyg.2021.707477,Soundscape Evaluation Comparison of Outdoor Activity Space Between Gated and Open Communities
298,EXCLUDE,E4,교통소음 성가심·습관화 질적 분석,W2765548682,forward,T2,2017,International Journal of Environmental Science and Technology,10.1007/s13762-017-1623-5,"Qualitative aspects of traffic noise in Tabriz city, Iran: effects, habituation, and possible improvements"
299,MAYBE,,도시녹지→사회적 상호작용 · 음환경 불명,W4410363344,forward,T2,2025,Sustainability,10.3390/su17104467,"Impact of Urban Green Spaces on Social Interaction and Sustainability: A Case Study in Jubail, Saudi Arabia"
300,EXCLUDE,E4,고밀 주거 옥외 사운드스케이프 평가·요인,W4401410489,forward,T2,2024,Applied Sciences,10.3390/app14166946,"Identification, Evaluation, and Influencing Factors of Soundscapes in Public Open Spaces in High-Density Residential Areas"
301,EXCLUDE,E4,사하라 도시 공공공간 사운드스케이프 평가만,W4312124829,forward,T2,2022,Environmental Research Engineering and Management,10.5755/j01.erem.78.4.31244,"Evaluation of Soundscape Variations through the Open Public Spaces in Saharan Cities: A Case of Biskra, Algeria"
302,EXCLUDE,E4,거리뷰 기반 사운드스케이프 정량화,W4403033750,forward,T2,2024,The Journal of the Acoustical Society of America,10.1121/10.0029026,Integrating street-view images to quantify the urban soundscape: Case study of Fuzhou City's main urban area
303,EXCLUDE,E4,거리뷰·기계학습 소음 모델링 · 행태 없음,W4412454639,forward,T2,2025,Computers Environment and Urban Systems,10.1016/j.compenvurbsys.2025.102327,Modeling spatial and temporal urban environmental noise using street view imagery and machine learning
304,EXCLUDE,E2,재택근무 실내 사운드스케이프,W4412692080,forward,T2,2025,Buildings,10.3390/buildings15152642,Indoor Soundscape Perception and Soundscape Appropriateness Assessment While Working at Home: A Comparative Study with Relaxing Activities
305,MAYBE,,가로 공공공간 사회적 상호작용 · 음환경 불명,W3043402474,forward,T2,2020,Journal of Tourism Hospitality and Environment Management,10.35631/jthem.519007,URBAN PUBLIC SPACE AS SOCIAL INTERACTION SPACE: CASE STUDY IN PETALING STREET
306,EXCLUDE,E4,사찰 사운드스케이프 평가 비교만,W4313472784,forward,T2,2023,Forests,10.3390/f14010079,Comparison of Soundscape Evaluation in Forest-Type and Urban-Type Han Chinese Buddhist Temples
307,MAYBE,,이동제한→오염(소음 가능) 변화 · 역방향 가능,W4388694161,forward,T2,2023,Environmental Science and Pollution Research,10.1007/s11356-023-30631-4,Drastic mobility restrictions during SARS-CoV-2 pandemic: an opportunity to learn about constraints on the way to a pollution-free city
308,EXCLUDE,E4,공공공간 사운드설치 작곡 평가만,W4401705189,forward,T2,2024,The Journal of the Acoustical Society of America,10.1121/10.0028184,Using soundscape simulation to evaluate compositions for a public space sound installation
309,MAYBE,,노인 보행행태·건조환경 · 소음 포함 가능,W4410969247,forward,T2,2025,Infrastructures,10.3390/infrastructures10060137,"Older Adults’ Walking Behavior and the Associated Built Environment in Medium-Income Central Neighborhoods of Santiago, Chile"
310,EXCLUDE,E4,교통제한구역 소음저감 지각만,W2028800082,forward,T2,2014,Noise Mapping,10.2478/noise-2014-0006,On the perception of Limited Traffic Zones as urban noise mitigation action
311,EXCLUDE,E3,캠퍼스 경로·도착시간 예측 · 음환경 없음,W4401382841,forward,T2,2024,Engineering Applications of Artificial Intelligence,10.1016/j.engappai.2024.109074,Multimodal urban mobility solutions for a smart campus using artificial neural networks for route determination and an algorithm for arrival time prediction
312,EXCLUDE,E4,시청각 실험 정서적 질 평가만,W4402267215,forward,T2,2024,PLoS ONE,10.1371/journal.pone.0306261,Evaluating the perceived affective qualities of urban soundscapes through audiovisual experiments
313,MAYBE,,물리적 무질서 지각·보행량 · 소음 포함 가능,W4413900474,forward,T2,2025,Computers Environment and Urban Systems,10.1016/j.compenvurbsys.2025.102348,The association of subjective physical disorder and pedestrian volume: A big urban data and machine-learning approach
314,EXCLUDE,E4,음환경과 정신적 웰빙만,W4414626024,forward,T2,2025,Applied Acoustics,10.1016/j.apacoust.2025.111092,Exploring the relationship between urban acoustic environments and mental well-being
315,EXCLUDE,E4,시각요인→보행공간 사운드스케이프만,W4406078751,forward,T2,2025,Transportation Research Part D Transport and Environment,10.1016/j.trd.2024.104583,Impact of visual factors on soundscapes in pedestrian spaces along trunk roads
316,EXCLUDE,E5,사운드스케이프 성찰 에세이 · 비실증,W2993373717,forward,T2,2019,Cities & Health,10.1080/23748834.2019.1676628,Healing the urban soundscape: reflections and reverberations
317,EXCLUDE,E4,시각·열·음환경→노인 심리회복만,W4401954850,forward,T2,2024,Buildings,10.3390/buildings14092685,"The Impact of Visual, Thermal, and Acoustic Environments in Urban Public Spaces in Cold Regions on the Psychological Restoration of the Elderly"
318,MAYBE,,공원 녹지노출 행태 영향요인 · 음환경 불명,W4407584470,forward,T2,2025,Forests,10.3390/f16020341,"Availability, Accessibility, or Visibility? A Study of the Influencing Factors of Greenspace Exposure Behavior in Fuzhou Urban Parks"
319,MAYBE,,홍콩 오픈스페이스 사운드스케이프 · 결과변수 불명,W2994860533,forward,T2,2010,Asian Geographer,10.1080/10225706.2010.9684151,SOUNDSCAPE OF URBAN OPEN SPACES IN HONG KONG
320,MAYBE,,젠더별 보행행태·환경지각 · 음환경 포함 가능,W4388377591,forward,T2,2023,PLANNING MALAYSIA,10.21837/pm.v21i30.1406,"EXPLORING GENDERED WALKING BEHAVIOR AND ENVIRONMENT PERCEPTION IN HERITAGE CITY: THE CASE OF GULANGYU, CHINA"
321,EXCLUDE,E4,음원 분류 기법 개발 · 행태 없음,W4400679329,forward,T2,2024,The Journal of the Acoustical Society of America,10.1121/10.0026479,Sound source classification for soundscape analysis using fast third-octave bands data from an urban acoustic sensor network
322,MAYBE,,보행자 대상 소음영향 추정·행태 아웃컴 불확실,W4404903512,forward,T2,2024,Applied Sciences,10.3390/app142311212,Estimation of the Occurrence and Significance of Noise Effects on Pedestrians Using Acoustic Variables Related to Sound Energy in Urban Environments
323,EXCLUDE,E4,장소 기능별 사운드스케이프 선호만 다룸,W2904690188,forward,T2,2018,Miscellanea Geographica,10.2478/mgrsd-2018-0027,Urban soundscape preferences in relation to the function of a place: Case studies in Warsaw
324,MAYBE,,음향 보행신호 횡단상황·아웃컴은 안전감·선호 중심,W4366463039,forward,T2,2023,Disability and Rehabilitation,10.1080/09638288.2023.2200260,"Evaluation of three pedestrian phasing with audible pedestrian signals configurations in Quebec City (Canada): an exploratory study of blind or visually impaired persons’ sense of safety, preferences, and expectations"
325,EXCLUDE,E4,표정 코딩 기반 정서반응만 측정,W4415336766,forward,T2,2025,Sustainable Cities and Society,10.1016/j.scs.2025.106918,Characterizing urban soundscapes via facial action coding system
326,EXCLUDE,E4,공원 방문객 주관적 웰빙만 아웃컴,W4389639825,forward,T2,2023,Pertanika journal of social science & humanities,10.47836/pjssh.31.4.14,Influence of Perceived Soundscape and Sound Environment on Subjective Well-being of Park Visitors
327,MAYBE,,카페 테라스 음환경 평가·이용행태 포함 가능,W4285492884,forward,T2,2022,Noise & Vibration Worldwide,10.1177/09574565221114660,Evaluation of the soundscapes through the cafe terraces before and after the COVID-19 lockdown in coastal cities in Algeria
328,MAYBE,,도시 음경 사회생태 관계·인간 행태 여부 불명,W4417247833,forward,T2,2025,Basic and Applied Ecology,10.1016/j.baae.2025.12.007,Social-ecological relationships on biodiverse and health-promoting city soundscapes
329,MAYBE,,녹지 음경 다양성·이용활동 요인 포함 가능,W4411555076,forward,T2,2025,Urban forestry & urban greening,10.1016/j.ufug.2025.128929,"Soundscape diversity in urban green spaces: Spatial-temporal variations, influencing factors and optimization strategies"
330,EXCLUDE,E3,녹지이용 만족척도 개발·음환경 변수 없음,W4407055607,forward,T2,2025,Social Indicators Research,10.1007/s11205-025-03536-7,Measuring the Psychological Benefits of Green Space Usage: Development and Validation of the Green Space Use Satisfaction Scale
331,MAYBE,,공원 음경 선호·문화서비스 이용 포함 가능,W4412083049,forward,T2,2025,Buildings,10.3390/buildings15132360,Soundscape Preferences and Cultural Ecosystem Services in the Grand Canal National Cultural Park: A Case Study of Tongzhou Forest Park
332,EXCLUDE,E4,수로 교통소음 예측모델·행태 아웃컴 없음,W3014157168,forward,T2,2020,Environmental Research,10.1016/j.envres.2020.109437,Evaluation of urban inland waterway traffic noise using a modified Nord 2000 prediction model
333,MAYBE,,ISO 음환경 분류 공원 적용·행태 포함 불명,W4282003482,forward,T2,2022,Society & Natural Resources,10.1080/08941920.2022.2085350,Toward Healthier Parks and People through Integrated Soundscape Research: Applying the International Organization for Standardization Acoustic Environment Taxonomy across Contexts
334,MAYBE,,녹지 이용행태 측정·음환경 변수 포함 불명,W4398771320,forward,T2,2024,Cities & Health,10.1080/23748834.2024.2348296,An examination of urban green spaces usage behaviours and self-perceived mental health benefits: findings from two urban green neighbourhoods in Pakistan
335,MAYBE,,도시 보행 중 증강 발소리 시스템 평가,W4285797186,forward,T2,2022,i-com,10.1515/icom-2022-0020,EnvironZen: Immersive Soundscapes via Augmented Footstep Sounds in Urban Areas
336,EXCLUDE,E4,도심항공교통 수용 의도만 아웃컴,W7118561637,forward,T2,2026,Transportation Research Part A Policy and Practice,10.1016/j.tra.2025.104856,Social-psychological determinants and nonlinear thresholds: behavioral insights into urban air mobility adoption as an airport shuttle
337,MAYBE,,차로 축소로 주행속도·음환경 동시 변화 측정,W4205562881,forward,T2,2021,Buildings,10.3390/buildings12010031,Effect of Lane Narrowing Implemented on an Urban Dual Carriageway on Speed Reduction and Acoustic Environment
338,EXCLUDE,E3,공원 방문의도 분석·음환경 변수 없음,W4414279589,forward,T2,2025,Frontiers in Psychology,10.3389/fpsyg.2025.1647976,Social media-driven behavioral mechanisms for sustainable park governance: a analysis of visitation intentions
339,MAYBE,,역사도시 음경 특성 분석·행태 포함 불명,W4389674759,forward,T2,2023,Buildings,10.3390/buildings13123091,Assessing the Soundscape Characteristics of Historical Urban Environments: An Analysis of the Historical Erbil Citadel and Its Environments
340,EXCLUDE,E4,시각환경이 음경 지각에 미치는 영향만,W4415555723,forward,T2,2025,Building and Environment,10.1016/j.buildenv.2025.113903,Impact of visual environment on soundscape in urban commercial spaces
341,EXCLUDE,E3,시각품질·체류의향 연구·음환경 변수 없음,W4413165466,forward,T2,2025,Land,10.3390/land14081631,Effect of Visual Quality of Street Space on Tourists’ Stay Willingness in Traditional Villages—Empirical Evidence from Huangcun Village Based on Street View Images and Machine Learning
342,MAYBE,,사원 음경·냄새경관 유산·참배활동 포함 가능,W4413435611,forward,T2,2025,Sustainability,10.3390/su17167564,Sensory Heritage Is Vital for Sustainable Cities: A Case Study of Soundscape and Smellscape at Wong Tai Sin
343,MAYBE,,여성 보행행태 영향요인·소음 포함 여부 불명,W4414118702,forward,T2,2025,Cities,10.1016/j.cities.2025.106467,Women's walking behavior: Investigating contributing factors in urban contexts
344,EXCLUDE,E4,수목 혼식 소음저감 측정·행태 없음,W4416723833,forward,T2,2025,Buildings,10.3390/buildings15234266,Effect of Coniferous Tree–Shrub Mixtures on Traffic Noise Reduction in Public Spaces
345,EXCLUDE,E4,GIS 소음지도 분석·행태 아웃컴 없음,W4381417888,forward,T2,2023,Mehmet Akif Ersoy Üniversitesi Fen Bilimleri Enstitüsü Dergisi,10.29048/makufebed.1255910,"GIS Based Urban Noise Pollution Analysis and Mapping: The Case of Antalya, Turkey"
346,MAYBE,,공원특성·신체활동 관계·음환경 포함 불명,W4404339649,forward,T2,2024,Landscape Architecture,10.3724/j.fjyl.202402010079,Research on Influence Mechanism of Park Green Space Characteristics on Physical Activity: A Case Study of Nanjing
347,EXCLUDE,E2,실내 여가 청취 실험,W4406464915,forward,T2,2025,Leisure Sciences,10.1080/01490400.2024.2446802,Natural Sounds vs. Favorite Music: Which Is the More Restorative Indoor Leisure Activity When Listened to Repeatedly?
348,MAYBE,,군중밀도 추정으로 활동유발 소음모델 검증,W4411133755,forward,T2,2025,Sensors,10.3390/s25123604,Noise Levels Due to Commercial and Leisure Activities in Urban Areas: Experimental Validation of a Numerical Model Fed with Crowd Density Estimation Using Computer Vision
349,EXCLUDE,E1,도시녹지 동물 음경 연구,W4322705396,forward,T2,2023,Biodiversity Science,10.17520/biods.2022359,Spatiotemporal characteristics and influencing factors of animal soundscape in urban green spaces
350,MAYBE,,그린웨이 방문·여가 신체활동·음환경 포함 불명,W4396764642,forward,T2,2024,Leisure Sciences,10.1080/01490400.2024.2335918,"How Do Awareness, Perceptions, and Expectations of an Urban Greenway Influence Residents’ Visits and Recreational Physical Activity? Evidence From the Connswater Community Greenway, Belfast, Northern Ireland"
351,EXCLUDE,E4,식물원 음환경 측정·벤치마킹만,W2983961021,forward,T2,2019,Noise Mapping,10.1515/noise-2019-0007,Sonic environment of Singapore Botanic Gardens and benchmarking with various urban gardens of the world
352,EXCLUDE,E4,거주적합성·장소애착·행동의도만 측정,W4393314414,forward,T2,2024,Environment and Urbanization Asia,10.1177/09754253241233781,Does Urban Livability Lead to Place Attachment and Behavioural Intentions? Case Study: Isfahan City
353,EXCLUDE,E3,여가참여·친환경행동 연구·음환경 변수 없음,W4401823541,forward,T2,2024,International Journal of Religion,10.61707/qvky7773,The Effects of Recreational Involvement in Urban Wetland Parks on Tourists' Environmentally Responsible Behavior: The Chain-Mediated Effects of Well-Being and Loyalty
354,EXCLUDE,E4,산지공원 음경 지각의 공간변이만 분석,W7114892459,forward,T2,2025,Building Simulation,10.1007/s12273-025-1387-7,Assessing the spatial variation of soundscape perception in high-density urban mountain parks
355,EXCLUDE,E4,공원 경계 음경 특성·행태 아웃컴 없음,W7162445232,forward,T2,2026,Environmental Monitoring and Assessment,10.1007/s10661-026-15458-z,Study on the influence of urban park landscape space structure on boundary soundscape characteristics
356,MAYBE,,공공공간지수 병행 평가·이용행태 포함 가능,W4413057947,forward,T2,2025,Journal of Urbanism International Research on Placemaking and Urban Sustainability,10.1080/17549175.2025.2529175,Soundscape and public realm – a quasi-experimental comparison between Individual Vocabulary Profiling and Public Space Index assessments during COVID-19 lockdown
357,EXCLUDE,E3,포켓파크 입지·보행사고율·음환경 변수 없음,W4413143179,forward,T2,2025,Cities,10.1016/j.cities.2025.106341,Analyzing pocket park locations and pedestrian accident rates using Generative Adversarial Networks
358,EXCLUDE,E4,새소리 EEG 뇌활동·회복효과만 측정,W7105696816,forward,T2,2025,Applied Acoustics,10.1016/j.apacoust.2025.111155,Brain activity and restorative effects of birdsong at different sound pressure levels: An electroencephalographic study
359,EXCLUDE,E4,VR 가로설계 정서·피부전도 반응만,W7126209668,forward,T2,2026,International Planning Studies,10.1080/13563475.2026.2621852,Exploring the emotional effects of urban street design through virtual reality and electrodermal activity
360,MAYBE,,음경 공간예측 모델·인간활동 요인 포함 가능,W7128841861,forward,T2,2026,Computers Environment and Urban Systems,10.1016/j.compenvurbsys.2026.102412,Decoding urban soundscapes: spatial prediction and influence mechanism analysis with interpretable semi-supervised learning
361,EXCLUDE,E4,녹지 교통소음 노출 불평등만 분석,W4414520917,forward,T2,2025,Health & Place,10.1016/j.healthplace.2025.103536,Inequalities in road traffic noise exposure levels in greenspaces in Greater London
362,EXCLUDE,E4,주거지 음경 평온감 지각만 측정,W4416759482,forward,T2,2025,Scientific Reports,10.1038/s41598-025-26459-2,Restorativeness and pleasantness shape tranquility in high-density urban residential soundscapes
363,MAYBE,,역사도심 음경 특성화 방법·활동 포함 불명,W7151755271,forward,T2,2026,Applied Sciences,10.3390/app16083630,Soundscape-Informed Urban Planning and Architecture in Historic Centers: A Multi-Layer Method for Soundscape Characterization Applied to Bilbao Old Town
364,MAYBE,,가로 보행 중 환경오염 영향·아웃컴 불명,W4205280805,forward,T2,2022,International Journal of Environmental Sciences,10.47604/ijes.1436,ENVIRONMENTAL POLLUTION: EFFECT ON PEDESTRIANS WHILE WALKING IN URBAN STREET
365,MAYBE,,근교림 이용자 여가활동 조사·음환경 불명,W4393388823,forward,T2,2024,Journal of Degraded and Mining Lands Management,10.15243/jdmlm.2024.113.5695,"Peri-urban forests: an exploratory study of users' recreational activities: The case of the El Meridj-Est recreational forest in Constantine, Algeria"
366,MAYBE,,아동 옥외놀이·독립이동 행태·음환경 불명,W4404057760,forward,T2,2024,Cities & Health,10.1080/23748834.2024.2421100,How parental satisfaction with green open spaces shapes children’s outdoor play considering independent mobility as the key mediator
367,MAYBE,,호수공원 음경 기대 개념·행태 포함 불명,W2110687163,forward,T2,2012,Lowland Technology International,,"THREE ELEMENTS STRUCTURE AND SOUND EXPECTATION CONCEPT IN SOUNDSCAPE -- A CASE STUDY OF THE NEW LAKESIDE PARK, HANG ZHOU"
